Actual Summary,Model Summary
"Patients flood hospitals in Nepalese capital after devastating earthquake. CNN's Dr. Sanjay Gupta helps with girl's operation at Nepalese medical team's request. ""This is as bad a situation as I've ever seen,"" Gupta says.
","Dr. Sanjay Gupta helped perform a craniotomy on a young girl in Kathmandu, Nepal. Gupta scrubbed up at the request of a Nepalese medical team to help with the operation. Questions have arisen about the identity of the girl who Gupta helped operate on. "
"More than 1,800 deaths reported after Nepal earthquake. Rescue efforts range from digging by hand to military deployments.
",The Red Cross opens a blood bank in Kathmandu. The U.S. government is providing $1 million in immediate assistance. India is sending 10 more aid flights to Nepal. 
"San Bernardino sheriff says 10 deputies have been put on leave. Video from a news helicopter shows deputies punching and kicking a man repeatedly.
","The FBI says it will investigate whether civil rights were violated. Ten deputies have been placed on paid leave, the sheriff's office says. A helicopter video shows a man being beaten by deputies. "
"Nepalese authorities struggle with trying to coordinate a massive influx of international aid. Relief organizations say lots of aid supplies remain stuck in cargo aircraft on the tarmac. Damaged roads and infrastructure have hampered distribution efforts and rescue teams trying to access remote areas.
",Nepal is still trying to come to terms with the scale of the disaster. Aid groups and at least 16 nations have rushed to send supplies and workers to the stricken country. 
"A French rescue team finds Rishi Khanal more than three days after the quake. A 4-month-old baby is reported to have been rescued after 22 hours in rubble.
","Rishi Khanal, 27, was trapped for 82 hours under the rubble of a building in Kathmandu. His survival is unusual, as it's rare for people to survive more than 72 hours after a disaster. A 4-month-old baby was rescued from a destroyed building 22 hours after the quake. "
"Former Turkish ambassador to the Vatican calls use of the word ""genocide"" a ""one-sided evaluation"" Pope discusses massacres of Armenians a century after they took place. Turkey denies the mass killings constituted a genocide.
","Pope Francis uses the word ""genocide"" to refer to mass killings of Armenians a century ago. Turkey recalls its ambassador to the Vatican for ""consultations"" just hours after Francis' comments. "
"A total of 47 bodies have been exhumed from two mass graves. Iraqis find mass graves inside presidential palace compound in Tikrit. ISIS claimed to have executed 1,700 Iraqi soldiers captured outside Camp Speicher.
","A total of 47 bodies have been exhumed from two of 11 mass graves discovered in Tikrit. Up to 1,700 bodies may be recovered. ISIS claimed to have executed that many soldiers captured in June outside Camp Speicher. "
"Protests spread to New York and Denver, with more scheduled for other cities. More than 100 people arrested in Baltimore this week are released.
","More than 100 people were arrested in New York during a ""NYC Rise Up & Shut It Down With Baltimore"" rally. Demonstrations are planned in Philadelphia, Seattle, Portland and Oakland. Baltimore's mayor says she will re-evaluate the 10 p.m.-5 a.m. curfew. "
"Katie and Dalton met as patients dealing with cystic fibrosis. Two years later, they were married. Dalton received a lung transplant, but Katie is still waiting.
",Katie Donovan and Dalton Prager met on Facebook. They have cystic fibrosis and need lung transplants. 
"Noelle Velentzas and Asia Siddiqui are arrested in connection with a plot inspired by ISIS. Thursday's arrests are part of a series of cases being built by the federal government.
","Noelle Velentzas, 28, and Asia Siddiqui, 31, are accused of plotting attacks in the United States. "
"Victim's brother says he felt ""anger and happy at the same time"" upon seeing video. Officer Michael Slager pulls over Scott at 9:33 a.m. Saturday. Video shows the officer firing eight times as Scott runs away, with his back to police.
","Officer Michael Slager is charged with first-degree murder in the shooting death of Walter Scott. Slager, 33, is also ""terminated"" from the North Charleston, South Carolina, police force, mayor says. Scott's brother says video shows his brother was ""running for his life"" as he ran away from the officer. "
"For the first time ever, Ferguson's City Council will be half black. The two winning black candidates vowed to bring reform. The election was a critical test in this beleaguered city.
",Ella Jones and Wesley Bell win seats on Ferguson City Council. They will make the six-member council 50% black. Jones will be the first black woman to serve on the council. 
"ISIS and other rebel groups control most of the refugee camp, activists say. ""Never has the hour been more desperate"" in the camp, U.N. says. """"Reports of kidnappings, beheadings and mass killings,"" PLO official says.
","UNRWA: ""Never has the hour been more desperate in the Palestine refugee camp of Yarmouk"" Activists: ISIS and al Qaeda-affiliated Al-Nusra Front have taken control of 90% of the camp. The camp has been engulfed in fighting between the government and rebels since December 2012. "
